0,0.98159,10.076,59.402,4.2327
1,0.989,10.05,58.989,4.3656
2,1.0164,10.076,48.514,4.4719
3,1.0789,10.05,44.827,4.7068
4,0.96758,10.417,51.611,4.8389
5,0.97665,10.499,55.264,4.8451
6,0.96247,10.753,57.162,4.7768
7,0.89178,11.019,49.885,4.6435
8,0.88843,11.019,64.086,4.4998
9,0.86102,10.899,61.663,4.3086
10,0.85889,10.526,63.103,4.1612
11,0.85317,10.811,56.526,4.1232
12,0.97561,10.39,45.534,4.2054
13,1.2082,4.5249,41.323,4.3399
14,1.2853,10.667,51.025,4.4873
15,1.2212,5.277,48.56,4.6549
16,1.2106,5.4496,46.7,4.7926
17,1.128,5.4201,58.054,4.8254
18,1.05,5.3476,56.407,4.7212
19,0.98634,10,59.406,4.6023
20,0.99019,10.811,52.394,4.4646
21,0.97578,10.638,51.55,4.2439
22,0.87969,6.192,54.974,4.0705
23,0.90534,8.9087,58.217,3.9797
24,0.82914,10.695,58.691,3.9962
25,0.78039,9.9751,57.916,4.0513
26,0.78196,9.0909,61.356,4.1733
27,0.75208,10.526,51.956,4.4135
28,0.74637,10,46.457,4.6036
29,0.76895,9.9502,44.093,4.7
30,0.73935,10.444,41.442,4.7137
31,0.75092,9.9751,50.372,4.7075
32,0.73708,9.7324,50.186,4.6166
33,0.73384,7.2072,46.674,4.4657
34,0.80393,14.035,40.428,4.312
35,0.8221,5.102,39.024,4.2239
36,0.92398,5.0891,39.264,4.1965
37,0.93851,5.0826,44.616,4.23
38,0.94219,5.3981,45.676,4.3164
39,0.88498,5.4945,45.643,4.4513
40,0.83271,6.25,50.026,4.5901
41,0.90889,5.7471,41.5,4.6477
42,0.814,5.6818,50.462,4.6552
43,0.70649,5.6818,30.971,4.6012
44,0.67681,5.6899,47.245,4.4879
45,0.67528,5.0826,36.725,4.3389
46,0.59746,5.5021,48.004,4.1448
47,0.561,6.2992,42.185,3.9939
48,0.48423,5.772,57.446,3.9324
49,0.46031,7.1429,72.466,3.9447
50,0.44361,6.5681,68.141,4.0342
51,0.43555,7.3801,67.582,4.1876
52,0.42088,6.8729,65.132,4.3975
53,0.40651,8.0321,83.431,4.5705
54,0.38046,14.085,69.532,4.6646
55,0.37187,14.44,95.856,4.6448
56,0.35526,7.7519,66.069,4.5946
57,0.33839,13.841,67.978,4.4743
58,0.33744,9.1954,83.604,4.2902
