,wave.height.time,wave.height,wave.depth
290,2017/1/13 13:00,0.609602451,9.134705544
291,2017/1/13 14:00,0.664260685,8.994590759
292,2017/1/13 15:00,0.651297748,8.710003853
293,2017/1/13 16:00,0.639864147,8.29706955
294,2017/1/13 17:00,0.635392725,7.935046196
295,2017/1/13 18:00,0.612249494,7.742232323
296,2017/1/13 19:00,0.631802917,7.755900383
297,2017/1/13 20:00,0.668046117,7.860231876
298,2017/1/13 21:00,0.676879287,8.122674942
299,2017/1/13 22:00,0.641754866,8.473097801
300,2017/1/13 23:00,0.64988023,8.799245834
301,2017/1/14 0:00,0.671733618,8.987543106
302,2017/1/14 1:00,0.710902572,8.971470833
303,2017/1/14 2:00,0.790443659,8.874897003
304,2017/1/14 3:00,0.919383883,8.693731308
305,2017/1/14 4:00,1.082788587,8.416547775
306,2017/1/14 5:00,1.08929193,8.100128174
307,2017/1/14 6:00,1.108200073,7.918403149
308,2017/1/14 7:00,1.180327773,7.912970066
309,2017/1/14 8:00,1.151705742,8.042543411
310,2017/1/14 9:00,1.098325253,8.282913208
311,2017/1/14 10:00,1.15915215,8.647809982
312,2017/1/14 11:00,1.283040404,9.035498619
313,2017/1/14 12:00,1.386072636,9.281011581
314,2017/1/14 13:00,1.394997597,9.317461014
315,2017/1/14 14:00,1.424547911,9.284575462
316,2017/1/14 15:00,1.399419308,9.09768486
317,2017/1/14 16:00,1.369674683,8.793281555
318,2017/1/14 17:00,1.334745646,8.40643692
319,2017/1/14 18:00,1.243419766,8.06728363
320,2017/1/14 19:00,1.268363833,7.931240082
321,2017/1/14 20:00,1.210943341,7.980053902
322,2017/1/14 21:00,1.165685654,8.133077621
323,2017/1/14 22:00,1.138541102,8.340024948
324,2017/1/14 23:00,1.168800354,8.636297226
325,2017/1/15 0:00,1.096363068,8.94994545
326,2017/1/15 1:00,1.049007773,9.090694427
327,2017/1/15 2:00,1.007446885,9.064874649
328,2017/1/15 3:00,0.950550616,8.96627903
329,2017/1/15 4:00,0.927072704,8.771299362
330,2017/1/15 5:00,0.87276572,8.465984344
331,2017/1/15 6:00,0.856653929,8.158771515
332,2017/1/15 7:00,0.816780806,8.052511215
333,2017/1/15 8:00,0.810167611,8.104411125
334,2017/1/15 9:00,0.78324908,8.200908661
335,2017/1/15 10:00,0.75702405,8.428878784
336,2017/1/15 11:00,0.738830268,8.792625427
337,2017/1/15 12:00,0.718040109,9.134473801
338,2017/1/15 13:00,0.733738661,9.319490433
339,2017/1/15 14:00,0.733214259,9.323442459
340,2017/1/15 15:00,0.769354403,9.233045578
341,2017/1/15 16:00,0.819385171,9.041605949
342,2017/1/15 17:00,0.850131214,8.724918365
343,2017/1/15 18:00,0.87769562,8.348875046
344,2017/1/15 19:00,0.934552908,8.116643906
345,2017/1/15 20:00,0.928380549,8.062446594
346,2017/1/15 21:00,0.891552567,8.11000824
347,2017/1/15 22:00,0.926261246,8.197975159
348,2017/1/15 23:00,0.907512665,8.434467316
349,2017/1/16 0:00,0.890407681,8.756270409
350,2017/1/16 1:00,0.846709132,8.978766441
351,2017/1/16 2:00,0.823173285,9.050870895
352,2017/1/16 3:00,0.798810184,9.040933609
353,2017/1/16 4:00,0.772852898,8.921013832
354,2017/1/16 5:00,0.742095053,8.701330185
355,2017/1/16 6:00,0.732443988,8.399131775
356,2017/1/16 7:00,0.768009782,8.141656876
357,2017/1/16 8:00,0.752027869,8.043041229
358,2017/1/16 9:00,0.773966491,8.079086304
359,2017/1/16 10:00,0.771176219,8.181581497
360,2017/1/16 11:00,0.768969119,8.385874748
