"","x"
"1501",49.42038345
"1502",48.24630737
"1503",41.30075836
"1504",40.42719269
"1505",40.82538605
"1506",39.46495819
"1507",38.2363205
"1508",37.6197052
"1509",39.33081818
"1510",41.26723862
"1511",42.0161438
"1512",43.03237152
"1513",45.41680145
"1514",45.46949005
"1515",47.97581482
"1516",51.35175323
"1517",52.19565201
"1518",56.54083252
"1519",58.45183563
"1520",55.74853134
"1521",55.78540802
"1522",57.56572342
"1523",56.17617035
"1524",55.77877426
"1525",56.58913422
"1526",55.83106613
"1527",58.75664902
"1528",56.52448654
"1529",59.07004929
"1530",59.88906479
"1531",61.56703186
"1532",63.36522293
"1533",64.2726593
"1534",62.99794388
"1535",62.8155098
"1536",64.14521027
"1537",65.00975037
"1538",64.49966431
"1539",66.18543243
"1540",67.08359528
"1541",71.41088104
"1542",78.06401062
"1543",79.32050323
"1544",76.28914642
"1545",76.78347015
"1546",75.62348938
"1547",73.32796478
"1548",74.7124176
"1549",73.89759064
"1550",74.60480499
"1551",72.60834503
"1552",74.30361938
"1553",73.47548676
"1554",74.74066925
"1555",77.16947174
"1556",78.64465332
"1557",77.8866806
"1558",78.24652863
"1559",77.27309418
"1560",78.0909729
"1561",79.62976837
"1562",81.02011871
"1563",89.48815918
"1564",93.78596497
"1565",94.42247009
"1566",103.1668854
"1567",95.0827713
"1568",87.42588043
"1569",86.67308044
"1570",88.18102264
"1571",91.30081177
"1572",91.53271484
"1573",93.80164337
"1574",94.76418304
"1575",96.18630981
"1576",96.9066925
"1577",99.92851257
"1578",100.3755875
"1579",102.225029
"1580",100.9094772
"1581",99.77417755
"1582",99.18865204
"1583",97.68560791
"1584",75.9258728
"1585",60.98945618
"1586",69.12093353
"1587",63.27066422
"1588",64.57413483
"1589",66.59793854
"1590",75.66043091
"1591",82.421875
"1592",86.56350708
"1593",86.04611206
"1594",85.4164505
"1595",86.31207275
"1596",87.32167816
"1597",87.28743744
"1598",88.47138977
"1599",88.41909027
"1600",88.6095047
"1601",92.92910767
"1602",91.01812744
"1603",92.51818085
"1604",94.63263702
"1605",89.18764496
"1606",85.57426453
"1607",83.72016144
"1608",83.92639923
"1609",88.37982941
"1610",89.01262665
"1611",91.21974182
"1612",90.6574707
"1613",91.55374146
"1614",93.87197876
"1615",94.25346375
"1616",94.53339386
"1617",93.4883194
"1618",90.68740845
"1619",86.78700256
"1620",89.66333771
"1621",89.94967651
"1622",91.50875092
"1623",92.94387817
"1624",94.32609558
"1625",96.37808228
"1626",98.03118896
"1627",98.20062256
"1628",101.4092712
"1629",105.4713898
"1630",101.271347
"1631",101.0657196
"1632",98.269104
"1633",100.3131027
"1634",1.488095999
"1635",10.93059063
"1636",17.84153366
"1637",24.97146988
"1638",26.93869591
"1639",25.63815689
"1640",28.90777779
"1641",30.56126404
"1642",33.77541733
"1643",35.71889496
"1644",33.9606514
"1645",35.99072266
"1646",37.0790596
"1647",38.21534729
"1648",40.38003922
"1649",40.10786057
"1650",39.20742035
"1651",38.4426918
"1652",39.64039993
"1653",41.2965126
"1654",41.06319046
"1655",41.11312103
"1656",42.31997299
"1657",44.05514145
"1658",45.04143524
"1659",49.15636444
"1660",48.8012352
"1661",49.17807007
"1662",49.74970245
"1663",49.0475769
"1664",50.34108353
"1665",51.77565765
"1666",52.97844696
"1667",54.07803345
"1668",55.50043869
"1669",57.19963837
"1670",54.52912521
"1671",50.81606293
"1672",47.99420166
"1673",43.42481232
"1674",40.9679718
"1675",39.1126976
"1676",42.39657211
"1677",44.16122818
"1678",43.74586487
"1679",42.93737793
"1680",44.12149048
"1681",43.12477112
"1682",44.27086258
"1683",45.58271027
"1684",46.57709503
"1685",45.76791763
"1686",45.91246033
"1687",44.42118835
"1688",43.16480637
"1689",42.25341797
"1690",42.14839172
"1691",42.4854393
"1692",45.22624969
"1693",45.68701935
"1694",48.34165192
"1695",49.23788452
"1696",48.66907501
"1697",48.8429985
"1698",49.61050034
"1699",53.87287903
"1700",54.89786148
"1701",57.43292236
"1702",58.9865036
"1703",60.03361893
"1704",59.58908463
"1705",59.55309677
"1706",61.68156052
"1707",63.67491531
"1708",62.19803238
"1709",63.67769623
"1710",63.10012817
"1711",65.52957153
"1712",73.08411407
"1713",79.27220917
"1714",81.50106049
"1715",88.1264801
"1716",91.68956757
"1717",93.03009796
"1718",94.00009918
"1719",97.75120544
"1720",97.5681076
"1721",97.01654053
"1722",96.57872772
"1723",93.09880829
"1724",93.03424072
"1725",93.05862427
"1726",91.33089447
"1727",89.30871582
"1728",86.26028442
"1729",85.15177917
"1730",75.50199127
"1731",72.64457703
"1732",70.34307098
"1733",74.21439362
"1734",72.34404755
"1735",81.41420746
"1736",86.34742737
"1737",92.44329071
"1738",88.48685455
"1739",86.01057434
"1740",78.94243622
"1741",61.90636063
"1742",52.74647522
"1743",46.64143753
"1744",48.41253281
"1745",46.03730392
"1746",41.77309036
"1747",40.05503464
"1748",34.4253273
"1749",37.41802979
"1750",38.31120682
"1751",41.95180893
"1752",44.91370392
"1753",46.67092133
"1754",47.09845734
"1755",49.34750366
"1756",52.27345276
"1757",49.57906342
"1758",45.01599503
"1759",42.09600449
"1760",45.5945549
"1761",41.99358749
"1762",50.54383087
"1763",49.14964676
"1764",56.75400162
"1765",59.72639847
"1766",57.44941711
"1767",49.61914063
"1768",39.62446213
"1769",34.28053665
"1770",30.0065136
"1771",33.87062836
"1772",38.47423553
"1773",39.36467361
"1774",39.55734634
"1775",39.4904747
"1776",41.24262238
"1777",44.1883812
"1778",47.95569992
"1779",50.24843979
"1780",52.92271805
"1781",53.25551224
"1782",55.71876144
"1783",57.48972321
"1784",60.0189743
"1785",60.61198044
"1786",62.75708771
"1787",59.65488052
"1788",59.89094925
"1789",56.92169952
"1790",57.0263176
"1791",46.95834351
"1792",42.8732872
"1793",35.36456299
"1794",37.06409073
"1795",37.54141235
"1796",38.14189529
"1797",39.48423004
"1798",37.2870903
"1799",35.63510895
"1800",36.36926651
"1801",37.39836121
"1802",38.68851471
"1803",40.22314453
"1804",43.71323013
"1805",47.12509155
"1806",52.69351959
"1807",61.93282318
"1808",70.74299622
"1809",72.11467743
"1810",71.76095581
"1811",75.3347702
"1812",75.68314362
"1813",79.37974548
"1814",80.66647339
"1815",82.62548828
"1816",82.16285706
"1817",83.30423737
"1818",84.72505951
"1819",91.17989349
"1820",91.06118774
"1821",94.3364563
"1822",96.56523132
"1823",100.0169601
"1824",99.66665649
"1825",98.27074432
"1826",100.3518677
"1827",98.10012054
"1828",98.61291504
"1829",95.7403717
"1830",96.38999176
"1831",95.12623596
"1832",94.43920135
"1833",97.11508942
"1834",96.40917969
"1835",97.43128967
"1836",98.74258423
"1837",98.0905838
"1838",94.47151947
"1839",91.23932648
"1840",64.13970184
"1841",42.73881149
"1842",39.90681458
"1843",31.18411636
"1844",20.5123539
"1845",21.48145485
"1846",24.16539192
"1847",30.92825127
"1848",37.35069656
"1849",41.61204147
"1850",42.59017563
"1851",44.89759827
"1852",45.96583176
"1853",48.91410446
"1854",49.01816177
"1855",50.23598099
"1856",51.48210907
"1857",52.61275101
"1858",56.98656845
"1859",56.45991898
"1860",57.14876556
"1861",57.89345551
"1862",55.04259872
"1863",55.77207565
"1864",57.97796631
"1865",57.68622208
"1866",56.72426605
"1867",57.42206955
"1868",58.50787735
"1869",57.69355011
"1870",57.1269455
"1871",60.21327972
"1872",57.44561386
"1873",60.11011887
"1874",60.84613419
"1875",61.44726944
"1876",61.79946899
"1877",61.32456589
"1878",64.27418518
"1879",64.35725403
"1880",63.3074646
"1881",62.33542252
"1882",63.45996475
"1883",60.44919586
"1884",60.22838211
"1885",60.70438385
"1886",61.03554535
"1887",62.02868271
"1888",64.53135681
"1889",64.64883423
"1890",69.3762207
"1891",69.02519226
"1892",68.61819458
"1893",72.2494812
"1894",72.17316437
"1895",70.70074463
"1896",72.1346817
"1897",69.15222168
"1898",67.91825867
"1899",66.59141541
"1900",68.87944031
"1901",67.6316452
"1902",68.71816254
"1903",67.06188202
"1904",69.31658173
"1905",64.34020996
"1906",66.67466736
"1907",66.83084106
"1908",64.44328308
"1909",61.7321701
"1910",65.06484222
"1911",68.39751434
"1912",70.66725922
"1913",70.66650391
"1914",70.59397888
"1915",74.99616241
"1916",76.09410095
"1917",77.97498322
"1918",72.87937927
"1919",29.42043114
"1920",29.1137352
"1921",40.95169067
"1922",30.13081169
"1923",30.13850403
"1924",34.93657684
"1925",37.17734909
"1926",40.62537003
"1927",41.58856583
"1928",44.11231613
"1929",45.43910217
"1930",45.60239029
"1931",51.32482529
"1932",51.34201813
"1933",53.338871
"1934",51.14329529
"1935",52.00450516
"1936",52.48019409
"1937",51.10956955
"1938",51.93175888
"1939",51.13677597
"1940",50.32235718
"1941",49.67008591
"1942",50.8117981
"1943",50.14691925
"1944",51.44452667
"1945",50.62744141
"1946",53.48820114
"1947",51.99748611
"1948",53.19878769
"1949",71.93073273
"1950",73.17369843
"1951",74.00101471
"1952",75.39038086
"1953",74.93991852
"1954",75.02522278
"1955",75.75647736
"1956",76.76955414
"1957",83.06034088
"1958",87.15837097
"1959",92.44581604
"1960",90.64481354
"1961",90.38270569
"1962",91.54614258
"1963",91.05927277
"1964",93.49745178
"1965",92.34456635
"1966",92.89398193
"1967",94.41700745
"1968",98.44802094
"1969",99.49813843
"1970",101.1745224
"1971",102.6836929
"1972",102.9975357
"1973",99.18698883
"1974",99.06867981
"1975",97.61369324
"1976",98.89697266
"1977",100.9022903
"1978",103.1886444
"1979",103.1860428
"1980",102.8776474
"1981",104.4677582
"1982",104.1283951
"1983",106.8782806
"1984",104.5855408
"1985",103.7567749
"1986",102.8725128
"1987",100.9314346
"1988",104.4001007
"1989",106.6717682
"1990",108.1386032
"1991",107.6197128
"1992",107.5982285
"1993",109.1637573
"1994",109.3590164
"1995",108.6265259
"1996",108.7968445
"1997",108.9671631
"1998",106.4735718
"1999",103.9262085
"2000",103.9116898
"2001",103.2816544
"2002",103.2816544
"2003",103.2816544
"2004",102.651619
"2005",98.0558548
"2006",80.38819504
"2007",62.72053528
"2008",56.75350571
"2009",52.48765182
"2010",53.75536728
"2011",56.28282547
"2012",57.39968872
"2013",57.04988861
"2014",64.46580505
"2015",67.23338318
"2016",69.97563171
"2017",70.71807861
"2018",74.51678467
"2019",75.05696106
"2020",76.28426361
"2021",73.43061829
"2022",73.34706879
"2023",73.42342377
"2024",73.49369812
"2025",73.3680954
"2026",75.86837006
"2027",77.59456635
"2028",79.776474
"2029",82.2613678
"2030",81.55007172
"2031",82.62380219
"2032",85.64152527
"2033",86.91470337
"2034",86.18885803
"2035",86.74461365
"2036",83.34968567
"2037",87.10962677
"2038",87.66485596
"2039",89.75794983
"2040",91.44210052
"2041",91.76476288
"2042",94.37653351
"2043",96.78356171
"2044",96.69750977
"2045",98.40124512
"2046",100.1882401
"2047",97.46582031
"2048",94.32303619
"2049",93.5393219
"2050",93.66243744
"2051",98.10339355
"2052",97.97932434
"2053",93.88736725
"2054",99.3574295
"2055",105.1453323
"2056",103.044899
"2057",102.737587
"2058",104.5526733
"2059",102.0690994
"2060",97.66207886
"2061",91.85024261
"2062",93.04170227
"2063",91.86073303
"2064",96.51264191
"2065",94.72196198
"2066",62.82703018
"2067",54.01308823
"2068",57.53465271
"2069",58.92353821
"2070",60.62353516
"2071",61.71372223
"2072",61.66778946
"2073",59.31245422
"2074",60.01683044
"2075",60.156147
"2076",63.73840332
"2077",65.84621429
"2078",66.47522736
"2079",66.12019348
"2080",67.01307678
"2081",68.13764954
"2082",66.46376801
"2083",66.94367981
"2084",64.17928314
"2085",63.93453217
"2086",65.87458801
"2087",64.68532562
"2088",65.94482422
"2089",67.74763489
"2090",69.94891357
"2091",71.24114227
"2092",71.23896027
"2093",71.49407959
"2094",70.22473907
"2095",71.68711853
"2096",68.92359161
"2097",66.70492554
"2098",66.93539429
"2099",66.95122528
"2100",69.46087646
"2101",68.64572144
"2102",69.4712677
"2103",68.927742
"2104",67.71837616
"2105",69.3287735
"2106",69.12090302
"2107",68.28746033
"2108",68.73989105
"2109",69.12277222
"2110",68.13954926
"2111",69.24880219
"2112",72.27280426
"2113",73.78922272
"2114",76.36099243
"2115",78.49804688
"2116",80.27656555
"2117",84.74271393
"2118",89.70492554
"2119",93.23189545
"2120",94.41509247
"2121",93.33097839
"2122",92.00332642
"2123",91.34024048
"2124",90.94760132
"2125",90.7572403
"2126",90.47598267
"2127",90.27630615
"2128",91.2226181
"2129",91.86904144
"2130",95.11403656
"2131",93.66553497
"2132",90.79148102
"2133",86.34239197
"2134",87.58843994
"2135",85.24134064
"2136",86.39873505
"2137",85.92298889
"2138",87.18841553
"2139",82.92788696
"2140",86.32041931
"2141",83.92330933
"2142",76.077373505
"2143",68.23143768
"2144",72.22632599
"2145",70.60646057
"2146",71.75606537
"2147",73.56282043
"2148",73.96047974
"2149",67.5759201
"2150",67.00035858
"2151",67.31259155
"2152",63.37017441
"2153",59.26424789
"2154",55.98632813
"2155",56.80915833
"2156",58.10289001
"2157",58.42765808
"2158",59.16055679
"2159",57.04418945
"2160",57.66350174
"2161",56.66748428
"2162",52.54243469
"2163",51.68951416
"2164",49.1870079
"2165",52.20370102
"2166",52.49349976
"2167",54.51891327
"2168",57.00450897
"2169",61.46905136
"2170",64.80687714
"2171",62.74777222
"2172",62.79287338
"2173",63.32793808
"2174",66.40687561
"2175",66.20900726
"2176",65.39470673
"2177",65.16883087
"2178",64.23984528
"2179",63.96081543
"2180",64.31919098
"2181",64.97827911
"2182",62.69336319
"2183",66.27349854
"2184",70.900383
"2185",71.8390274
"2186",71.08363342
"2187",71.25268555
"2188",71.43689728
"2189",75.55943298
"2190",76.39750671
"2191",74.55866241
"2192",72.10400391
"2193",78.6011734
"2194",78.76194763
"2195",78.96018982
"2196",80.35359192
"2197",82.70187378
"2198",84.67585754
"2199",84.57982635
"2200",84.94123077
"2201",83.78182983
"2202",88.76342773
"2203",88.90248871
"2204",89.0952301
"2205",90.77612305
"2206",92.25878906
"2207",89.14745331
"2208",91.6357193
"2209",88.60849762
"2210",88.94841766
"2211",87.69928741
"2212",85.78868103
"2213",85.58895111
"2214",87.88639069
"2215",86.06932068
"2216",85.478508
"2217",89.50193024
"2218",88.74503326
"2219",85.28878021
"2220",87.9769516
"2221",87.15312195
"2222",89.75032806
"2223",88.92061615
"2224",87.70079041
"2225",85.97542572
"2226",83.26963806
"2227",78.80162048
"2228",80.14606476
"2229",79.12639618
"2230",78.92066956
"2231",74.70858765
"2232",79.1375885
"2233",77.02799988
"2234",81.66663361
"2235",84.35978699
"2236",85.93349457
"2237",86.29488373
"2238",88.65708923
"2239",84.49781799
"2240",80.06679535
"2241",79.741420745
"2242",79.41604614
"2243",78.05709839
"2244",83.00428772
"2245",86.31326294
"2246",81.21840668
"2247",82.73413849
"2248",85.40797424
"2249",86.0501709
"2250",88.41678619
"2251",90.04115295
"2252",98.97942352
"2253",97.01193237
"2254",96.23085785
"2255",105.8164215
"2256",99.059844965
"2257",92.30326843
"2258",95.42099762
"2259",94.70671082
"2260",96.1387558
"2261",100.9065552
"2262",109.012764
"2263",104.0152283
"2264",102.9279327
"2265",101.1514816
"2266",100.5058289
"2267",99.46153259
"2268",102.6770172
"2269",98.7942276
"2270",101.6269684
"2271",100.260849
"2272",95.24121094
"2273",94.81768799
"2274",94.51712036
"2275",93.22071075
"2276",93.36179352
"2277",89.10241699
"2278",87.4814682
"2279",81.08472443
"2280",84.21482849
"2281",86.87085724
"2282",85.17720032
"2283",81.6475296
"2284",83.68356323
"2285",83.53341675
"2286",84.11686707
"2287",82.8008194
"2288",75.04044342
"2289",50.66018677
"2290",33.91489792
"2291",28.994627
"2292",34.89259338
"2293",34.83612823
"2294",36.58589554
"2295",23.2906208
"2296",17.92680168
"2297",27.01925468
"2298",28.13857269
"2299",31.58372307
"2300",26.17836952
"2301",19.96614075
"2302",19.28792953
"2303",21.04305267
"2304",22.75025558
"2305",26.09830856
"2306",25.72374153
"2307",26.69911194
"2308",28.53190994
"2309",28.40598869
"2310",27.98711777
"2311",29.1028347
"2312",27.7931366
"2313",27.83089447
"2314",28.30994034
"2315",29.95267487
"2316",32.50998688
"2317",32.44626999
"2318",37.368297575
"2319",37.368297575
"2320",42.29032516
"2321",50.71411133
"2322",58.96526337
"2323",61.76207352
"2324",66.49424744
"2325",71.24873352
"2326",73.92092133
"2327",75.37281799
"2328",72.45855713
"2329",69.92784882
"2330",84.98776245
"2331",93.69740295
"2332",112.3573761
"2333",114.3030167
"2334",104.812767
"2335",95.81082916
"2336",92.9568634
"2337",93.96353912
"2338",94.17366791
"2339",91.08543396
"2340",82.2179718
"2341",82.59436035
"2342",85.75588989
"2343",90.78704834
"2344",91.79637146
"2345",92.72525787
"2346",92.04710388
"2347",92.13639069
"2348",93.30503845
"2349",96.90978241
"2350",98.9382782
"2351",96.24803162
"2352",89.8024292
"2353",89.09628296
"2354",85.26182556
"2355",98.72038269
"2356",110.8224792
"2357",103.3743973
"2358",95.83578491
"2359",94.71030426
"2360",91.00463867
"2361",94.2906189
"2362",93.40953064
"2363",95.79647064
"2364",91.206604
"2365",85.0065155
"2366",85.40299225
"2367",86.7297287
"2368",92.41906738
"2369",94.60243225
"2370",94.52645874
"2371",93.0927887
"2372",95.95090485
"2373",98.068363175
"2374",100.1858215
"2375",100.3187866
"2376",100.4517517
"2377",97.58065033
"2378",93.36954498
"2379",91.44073486
"2380",99.59695435
"2381",102.9510269
"2382",102.3297958
"2383",99.51398468
"2384",97.70388794
"2385",95.8937912
"2386",99.91110229
"2387",100.8592529
"2388",99.8815918
"2389",96.94126892
"2390",94.00094604
"2391",96.1560173
"2392",98.31108856
"2393",99.48921967
"2394",98.6985321
"2395",98.06040192
"2396",95.51638794
"2397",47.53223038
"2398",35.2901268
"2399",35.91671753
"2400",38.07547379
"2401",39.43251801
"2402",43.68508911
"2403",47.19115829
"2404",49.45007324
"2405",52.97967148
"2406",68.31303406
"2407",74.78670502
"2408",74.54314423
"2409",70.6188736
"2410",72.02555847
"2411",68.96086121
"2412",71.55438232
"2413",68.62310791
"2414",72.03247833
"2415",73.47943115
"2416",75.50534821
"2417",79.79090881
"2418",81.24259949
"2419",81.69591522
"2420",107.654686
"2421",106.8241043
"2422",107.7365036
"2423",104.903595
"2424",104.716507
"2425",106.4416275
"2426",105.8913803
"2427",100.367424
"2428",100.2562332
"2429",98.49835968
"2430",98.16144562
"2431",97.51027679
"2432",99.35569
"2433",91.94036102
"2434",91.53462219
"2435",91.04153442
"2436",91.61772919
"2437",93.58057404
"2438",95.27238464
"2439",95.08712769
"2440",92.4240799
"2441",92.73789215
"2442",95.56130219
"2443",93.69296265
"2444",89.41627502
"2445",84.78705597
"2446",82.86902618
"2447",82.70453644
"2448",87.81252289
"2449",85.52185059
"2450",82.52615356
"2451",80.62947845
"2452",80.66130066
"2453",82.46389771
"2454",81.16845703
"2455",77.35276031
"2456",76.04393005
"2457",77.69780731
"2458",74.00697327
"2459",70.79281616
"2460",69.15087128
"2461",67.23625946
"2462",65.95439911
"2463",60.45871735
"2464",57.6758461
"2465",58.66272736
"2466",60.63301086
"2467",60.95650101
"2468",62.3848114
"2469",64.84722137
"2470",66.84716034
"2471",70.48274231
"2472",71.56304169
"2473",74.27713013
"2474",77.00537109
"2475",79.37341309
"2476",80.08973694
"2477",82.67118073
"2478",83.674263
"2479",86.31993103
"2480",86.68118286
"2481",88.18653107
"2482",89.25922394
"2483",87.72808075
"2484",87.63460541
"2485",89.59490967
"2486",91.45948792
"2487",93.55170441
"2488",91.05014038
"2489",93.25450897
"2490",95.95665741
"2491",97.0351181
"2492",93.82867432
"2493",93.00896454
"2494",94.60031891
"2495",96.91453552
"2496",93.60457611
"2497",93.1661377
"2498",95.69373322
"2499",98.61354065
"2500",95.77100372
"2501",96.4033432
"2502",94.1654129
"2503",90.61175537
"2504",92.38387299
"2505",91.63861084
"2506",88.61802673
"2507",84.16836548
"2508",80.18492126
"2509",77.52327728
"2510",76.3673172
"2511",72.63830566
"2512",54.41264343
"2513",44.21334839
"2514",42.31269836
"2515",38.66218948
"2516",36.81845474
"2517",35.16307068
"2518",37.33431625
"2519",41.37814713
"2520",43.78648758
"2521",45.23635483
"2522",45.54174805
"2523",47.05735016
"2524",48.82601547
"2525",55.23994827
"2526",57.01593781
"2527",59.25956726
"2528",61.69580078
"2529",66.11408234
"2530",68.98014832
"2531",68.95822144
"2532",68.23205566
"2533",71.15377808
"2534",69.00732422
"2535",59.38064194
"2536",38.34486771
"2537",31.74404144
"2538",32.32837296
"2539",33.26363373
"2540",32.40462112
"2541",34.57275391
"2542",37.770401
"2543",37.63497162
"2544",40.0452652
"2545",42.42218018
"2546",43.16500092
"2547",40.83117294
"2548",39.81877899
"2549",40.73860168
"2550",40.032444
"2551",41.10316849
"2552",40.27867126
"2553",41.11262131
"2554",43.05810165
"2555",44.17684555
"2556",44.50938034
"2557",42.34571075
"2558",43.69571686
"2559",41.39950562
"2560",42.22855759
"2561",43.28657913
"2562",45.63256836
"2563",47.01554489
"2564",46.29554367
"2565",47.61662292
"2566",47.23140335
"2567",46.65711975
"2568",45.76047897
"2569",44.18612289
"2570",45.45222473
"2571",45.56954575
"2572",44.93033981
"2573",46.57125473
"2574",45.98184967
"2575",48.83897018
"2576",49.22720337
"2577",47.80845261
"2578",50.51922607
"2579",52.20176697
"2580",51.43960571
"2581",52.84628677
"2582",51.24649429
"2583",50.73788834
"2584",50.6756134
"2585",49.23961258
"2586",49.8206749
"2587",48.77238464
"2588",49.32124329
"2589",50.71623993
"2590",50.14818192
"2591",48.23073196
"2592",45.70328522
"2593",48.84131241
"2594",51.8759079
"2595",48.60027313
"2596",50.69999695
"2597",50.97907257
"2598",49.52967834
"2599",50.17588425
"2600",51.36997223
"2601",53.40443802
"2602",56.65234375
"2603",56.05323792
"2604",52.62213135
"2605",49.99159622
"2606",44.19510269
"2607",44.02447128
"2608",43.07415009
"2609",46.06075668
"2610",47.08307266
"2611",47.14114761
"2612",49.66637802
"2613",49.22717285
"2614",49.58125305
"2615",51.66223907
"2616",52.91923523
"2617",54.72704315
"2618",56.77906418
"2619",55.99051666
"2620",55.98006058
"2621",52.81911469
"2622",54.92353058
"2623",56.88960266
"2624",60.12356567
"2625",61.65839386
"2626",61.59106064
"2627",62.31381607
"2628",67.10965729
"2629",68.75717163
"2630",69.13948822
"2631",69.33363342
"2632",69.31215668
"2633",66.27823639
"2634",70.21802521
"2635",71.93450165
"2636",75.84083557
"2637",74.24225616
"2638",74.84851837
"2639",73.66308594
"2640",75.09525299
"2641",77.86965942
"2642",78.62020111
"2643",78.69403839
"2644",79.70664215
"2645",78.17732239
"2646",81.03226471
"2647",81.49623871
"2648",80.78105927
"2649",79.92492676
"2650",78.46646881
"2651",80.26849365
"2652",82.9648056
"2653",89.16370392
"2654",96.74456787
"2655",98.92756653
"2656",100.5444183
"2657",102.0719223
"2658",101.9267502
"2659",103.2865219
"2660",104.4294815
"2661",105.5991745
"2662",102.8386536
"2663",102.6314774
"2664",100.6162338
"2665",101.1312256
"2666",100.80159
"2667",100.9027328
"2668",101.0567703
"2669",104.3783035
"2670",103.2050781
"2671",101.8439789
"2672",102.4903107
"2673",103.2955704
"2674",102.3183136
"2675",100.3424835
"2676",99.03059387
"2677",95.7196579
"2678",96.05172729
"2679",94.43440247
"2680",96.66078186
"2681",96.4098053
"2682",96.79309082
"2683",98.47055817
"2684",101.70961
"2685",105.2923584
"2686",107.3156967
"2687",105.2413559
"2688",101.4196472
"2689",96.02431488
"2690",92.70243835
"2691",94.39971161
"2692",94.12438202
"2693",95.94164276
"2694",99.49665833
"2695",102.0758209
"2696",98.49105835
"2697",100.3204651
"2698",102.318428
"2699",97.83821106
"2700",95.46781158
"2701",87.85972595
"2702",86.75910187
"2703",90.39588165
"2704",94.15084076
"2705",96.74793243
"2706",97.93132782
"2707",98.29101563
"2708",99.39862823
"2709",105.7325211
"2710",103.3955231
"2711",105.3014755
"2712",98.60514069
"2713",89.43778992
"2714",83.98140717
"2715",79.72832489
"2716",70.20870972
"2717",71.53918457
"2718",74.75426483
"2719",80.66298676
"2720",76.56038666
"2721",64.83124542
"2722",65.2730484
"2723",60.40361786
"2724",60.21397018
"2725",58.18882751
"2726",52.84375
"2727",50.14633179
"2728",48.5585022
"2729",50.36233139
"2730",50.96923828
"2731",49.88645172
"2732",52.74571228
"2733",54.89011383
"2734",54.67905045
"2735",56.97156906
"2736",57.5774765
"2737",59.26131821
"2738",59.85968781
"2739",60.7710495
"2740",61.88257217
"2741",62.11676025
"2742",63.74561691
"2743",64.41623688
"2744",64.34757233
"2745",64.7843399
"2746",66.37698364
"2747",66.53104401
"2748",65.98179626
"2749",64.75830841
"2750",61.89385605
"2751",64.59500885
"2752",63.84658813
"2753",63.23822021
"2754",63.96618271
"2755",63.76039124
"2756",60.98406982
"2757",59.15348053
"2758",57.77106476
"2759",48.5070343
"2760",46.58184052
"2761",45.17750931
"2762",44.00750732
"2763",45.80871582
"2764",46.15972137
"2765",47.87856293
"2766",50.59972
"2767",53.00447845
"2768",55.5654068
"2769",56.60974121
"2770",58.08607864
"2771",56.05120468
"2772",58.30464554
"2773",60.73621368
"2774",58.78653717
"2775",58.10844803
"2776",57.83996964
"2777",57.05496597
"2778",56.41243744
"2779",58.72850037
"2780",58.05086517
"2781",60.99072647
"2782",60.91663361
"2783",62.48471451
"2784",63.52558136
"2785",65.64884949
"2786",65.41049194
"2787",68.01512146
"2788",68.18006897
"2789",65.71232605
"2790",67.86550903
"2791",68.30872345
"2792",70.57798004
"2793",70.08746338
"2794",70.47799683
"2795",72.63009644
"2796",72.45345306
"2797",73.99758148
"2798",76.73116302
"2799",75.2750473
"2800",78.65409851
"2801",78.49962616
"2802",79.52557373
"2803",80.78934479
"2804",81.23888397
"2805",83.35003662
"2806",81.15003204
"2807",83.53379059
"2808",85.2490921
"2809",83.66870117
"2810",85.14893341
"2811",86.6370697
"2812",86.03590393
"2813",84.53769684
"2814",86.23496246
"2815",88.22917938
"2816",89.22117615
"2817",91.21115875
"2818",93.91176605
"2819",92.14255524
"2820",93.67680359
"2821",96.60738373
"2822",99.5381012
"2823",102.7819595
"2824",101.7218399
"2825",101.5506058
"2826",101.0926895
"2827",104.9219894
"2828",102.6290207
"2829",106.5944595
"2830",107.8778381
"2831",106.5489273
"2832",104.5075531
"2833",104.7735977
"2834",94.81609344
"2835",11.9738493
"2836",15.34217453
"2837",20.90568924
"2838",26.05609894
"2839",31.22402954
"2840",45.41910934
"2841",56.98762512
"2842",60.24708939
"2843",68.73114014
"2844",64.55438232
"2845",61.41219711
"2846",63.02915573
"2847",61.05715179
"2848",60.9185257
"2849",60.1702652
"2850",57.65329742
"2851",56.44931412
"2852",55.95859528
"2853",55.59796524
"2854",55.56174469
"2855",54.52633667
"2856",55.3991127
"2857",55.92797852
"2858",55.26350784
"2859",52.78707504
"2860",52.79057693
"2861",54.08364868
"2862",56.29973984
"2863",56.71154785
"2864",56.07079315
"2865",58.33758163
"2866",60.1097908
"2867",60.02109909
"2868",59.89881897
"2869",60.63131714
"2870",61.57362366
"2871",64.03562164
"2872",66.78159332
"2873",66.46155548
"2874",70.93484497
"2875",70.5296402
"2876",70.4084549
"2877",71.45226288
"2878",72.43598938
"2879",72.66930389
"2880",71.19037628
"2881",72.2875824
"2882",74.22388458
"2883",73.85889435
"2884",72.09687805
"2885",73.84755707
"2886",76.50637817
"2887",75.66299438
"2888",73.78549194
"2889",76.38884735
"2890",76.13726044
"2891",77.0858078
"2892",78.02432251
"2893",75.46874237
"2894",76.83391571
"2895",79.18517303
"2896",77.76982117
"2897",78.95317078
"2898",77.04884338
"2899",76.39950562
"2900",79.5038147
"2901",78.82009888
"2902",79.02779388
