"","pred","se"
"1",0.318019247288154,1.07062528265792
"2",0.318654526025792,1.1247297860672
"3",0.318204890081963,1.17669590422955
"4",0.318522018729081,1.2225895545249
"5",0.318297812453312,1.26530071019506
"6",0.318456065739097,1.30424471888875
"7",0.318344240438049,1.34093952197562
"8",0.31842319886287,1.37534354767253
"9",0.3183674185059,1.40822348026512
"10",0.318406810773847,1.43963418179127
"11",0.318378985132011,1.46997399937934
"12",0.318398637190621,1.49930898773191
"13",0.318384756226502,1.52785741721867
"14",0.318394560105302,1.55567858357329
"15",0.31838763543702,1.58289987010344
"16",0.318392526288489,1.60957062752167
"17",0.318389071825071,1.63577020723822
"18",0.31839151171063,1.66153857501271
"19",0.318389788401117,1.6869283269832
"20",0.31839100557805,1.71197153370836
"21",0.318390145878956,1.73670504054964
"22",0.31839075308716,1.76115458246726
"23",0.318390324212996,1.78534720846514
"24",0.318390627128422,1.80930367692067
"25",0.318390413177872,1.83304461881528
"26",0.318390564292002,1.85658691501113
"27",0.318390457559428,1.87994678979405
"28",0.318390532945085,1.90313810377204
"29",0.31839047969987,1.92617392991488
"30",0.318390517307188,1.9490657657256
"31",0.318390490744979,1.97182435213228
"32",0.318390509505979,1.99445932399802
"33",0.318390496255005,2.01697964698314
"34",0.318390505614224,2.03939347450777
"35",0.318390499003768,2.06170838906343
"36",0.318390503672761,2.08393135425629
"37",0.318390500375031,2.10606885409899
"38",0.318390502704232,2.12812688706245
"39",0.318390501059108,2.15011105078151
"40",0.318390502221066,2.17202655317917
"41",0.31839050140037,2.19387826698941
"42",0.318390501980031,2.21567074652562
"43",0.318390501570614,2.23740826481536
"44",0.318390501859787,2.25909483100881
"45",0.318390501655543,2.28073421700265
"46",0.318390501799801,2.30232997348997
"47",0.318390501697911,2.32388544988936
"48",0.318390501769876,2.34540380840484
"49",0.318390501719047,2.36688803946228
"50",0.318390501754948,2.38834097373794
"51",0.318390501729591,2.40976529443188
"52",0.318390501747501,2.43116354745308
"53",0.318390501734851,2.45253815137255
"54",0.318390501743786,2.47389140601946
"55",0.318390501737475,2.49522550067497
"56",0.318390501741932,2.51654252133157
"57",0.318390501738784,2.53784445751787
"58",0.318390501741008,2.55913320844569
"59",0.318390501739437,2.58041058874803
"60",0.318390501740546,2.60167833370424
"61",0.318390501739763,2.62293810410182
"62",0.318390501740316,2.6441914906972
"63",0.318390501739925,2.66544001836265
"64",0.318390501740202,2.68668514991178
"65",0.318390501740007,2.70792828965727
"66",0.318390501740144,2.72917078670645
"67",0.318390501740047,2.75041393802964
"68",0.318390501740116,2.77165899131164
"69",0.318390501740067,2.79290714761072
"70",0.318390501740101,2.81415956383636
"71",0.318390501740077,2.83541735506357
"72",0.318390501740094,2.85668159669466
