0,0.77024,7.8068,91.527
1,0.8025,7.7916,92.012
2,0.80357,8.2421,90.888
3,0.83436,8.8447,88.787
4,0.83285,8.8447,87.52
5,0.85421,8.9037,87.207
6,0.83243,8.2421,89.533
7,0.80488,8.884,93.366
8,0.79841,8.6346,92.785
9,0.76013,8.3106,95.143
10,0.74448,8.2252,94.544
11,0.73541,7.7613,92.74
12,0.65985,8.7864,93.098
13,0.66707,8.9435,90.618
14,0.66716,8.9037,82.329
15,0.73685,8.884,66.162
16,0.78126,9.4298,54.937
17,0.79029,8.9636,50.184
18,0.78583,9.0243,51.875
19,0.79186,15.508,48.668
20,0.79607,8.9636,53.292
21,0.78582,8.9037,61.985
22,0.79014,8.7864,63.264
23,0.77664,15.271,61.8
24,0.78125,14.184,56.854
25,0.80682,15.213,57.497
26,0.80633,15.629,56.502
27,0.76087,14.985,56.06
28,0.77232,15.568,57.89
29,0.77932,15.271,56.654
30,1.0114,14.985,44.684
31,1.2539,5.4818,39.735
32,1.1995,6.0457,41.481
33,1.2421,6.1391,40.922
34,1.3236,6.4251,40.916
35,1.3263,6.65,41.27
36,1.4201,6.717,40.027
37,1.3255,7.0245,39.998
38,1.2692,6.7283,41.58
39,1.2428,6.9999,43.514
40,1.1698,7.1373,45.009
41,1.0459,7.5704,43.845
42,1.0616,7.3886,40.824
43,1.0004,7.4436,40.177
44,1.0126,7.0742,38.043
45,0.95077,6.8435,37.841
46,0.90177,7.2669,39.542
47,0.86631,7.347,39.46
48,0.92796,7.1628,39.674
49,0.977,7.2145,38.933
50,1.0057,7.4436,40.102
51,0.95023,7.1373,40.235
52,0.96192,7.3201,40.924
53,0.9624,7.3606,39.453
54,0.96218,7.6427,37.507
55,0.96269,7.4436,36.787
56,0.9561,7.0742,37.313
57,0.91347,7.8528,39.298
58,0.83733,7.2276,39.41
59,0.86609,7.6136,41.575
60,0.80826,7.5418,38.42
61,0.81021,7.6281,37.929
62,0.82338,7.4436,32.187
63,0.81962,7.6427,32.46
64,0.7731,7.6868,32.083
65,0.72532,8.2252,33.155
66,0.60968,8.7864,35.113
67,0.56083,8.5413,34.482
68,0.5407,8.4333,36.664
69,0.52669,15.388,33.773
70,0.51269,15.629,29.037
71,0.51591,4.7911,25.361
72,0.54948,4.6193,25.584
73,0.52408,4.9578,26.904
74,0.46193,15.69,35.78
75,0.4588,15.814,36.017
76,0.4617,16.004,37.38
77,0.53428,16.198,35.694
78,0.63832,16.331,29.245
79,0.72195,7.2145,35.233
80,0.7955,7.0993,34.957
81,0.83074,6.717,37.754
82,0.81062,6.6834,38.262
83,0.80172,18.79,NaN
84,0.77895,7.0993,36.382
85,0.78063,6.717,39.275
86,0.77792,14.337,38.614
87,0.72923,18.275,41.126
88,0.72744,13.986,45.438
89,0.70547,18.359,50.54
90,0.71467,18.444,48.945
91,0.70977,14.652,51.161
92,0.73303,12.576,50.09
93,0.7854,15.69,50.016
94,0.74454,14.985,52.058
95,0.76784,15.69,53.34
96,0.70427,15.629,50.406
97,0.70348,15.213,51.869
98,0.67478,14.76,52.148
99,0.64713,14.706,53.074
100,0.64455,14.985,55.536
101,0.67083,14.235,54.658
102,0.66555,15.271,53.634
103,0.72333,11.457,60.455
104,0.77423,14.134,46.75
105,0.89519,14.337,42.22
106,0.85182,6.5952,42.918
107,0.77064,12.343,46.835
108,0.7528,15.329,49.746
109,0.72039,15.213,44.951
110,0.68235,13.889,47.04
111,0.6106,14.929,50.088
112,0.57443,14.985,52.379
113,0.57762,15.329,53.376
114,0.54476,14.235,51.311
115,0.57643,13.793,46.602
116,0.57254,13.889,41.917
117,0.59841,13.746,37.869
118,0.55514,13.699,34.188
119,0.49198,13.559,40.619
120,0.46294,13.605,45.036
121,0.4701,13.841,48.625
122,0.46199,10.985,46.216
123,0.45495,13.652,47.001
124,0.44195,13.652,50.324
125,0.42863,13.559,49.476
126,0.4384,13.699,46.015
127,0.41496,13.699,41.808
128,0.41035,13.699,39.948
129,0.44521,13.468,37.36
130,0.48466,13.245,39.25
131,0.48952,13.514,37.624
132,0.49231,13.605,35.861
133,0.50679,13.333,37.058
134,0.475,4.774,37.227
135,0.43593,13.605,40.578
136,0.41779,13.333,40.26
137,0.40061,13.423,39.189
138,0.39418,13.468,43.207
139,0.38553,13.245,41.441
140,0.37787,12.777,41.54
141,0.39934,13.115,41.694
142,0.40126,4.1534,35.531
143,0.38422,4.1234,34.134
144,0.38152,12.305,38.029
145,0.35783,12.305,41.348
146,0.35001,13.378,42.327
147,0.34544,13.072,46.276
148,0.35263,13.514,48.869
149,0.38509,13.746,49.776
150,0.48935,5.9914,45.671
151,0.63768,6.5735,40.794
152,0.69722,6.617,38.889
153,0.73406,6.0831,36.274
154,0.73518,5.6284,34.474
155,0.70521,5.5196,34.309
156,0.68031,5.2033,35.196
157,0.66656,5.0709,36.721
158,0.67314,5.0137,34.836
159,0.63849,15.752,36.318
160,0.63137,15.629,40.568
161,0.5997,14.652,43.062
162,0.56217,15.329,46.149
163,0.5582,15.041,51.156
164,0.53679,15.508,53.867
165,0.51309,15.213,55.42
166,0.51247,15.448,58.298
167,0.4861,14.818,61.46
168,0.4896,14.929,61.654
169,0.4573,15.448,65.798
170,0.45005,15.388,68.545
171,0.42967,14.286,69.762
172,0.43211,14.286,68.467
173,0.40896,14.929,69.025
174,0.40923,14.44,71.729
175,0.37033,14.235,75.928
176,0.38246,14.184,71.722
