0.11305,0.091413,0.1986,0.10698,0.092101,0.11056,0.15478,0.091973,0.11278,0.10962,0.091141,0.11514,NaN,0.094628,0.13561,0.098128,0.097486,NaN,NaN,NaN,NaN,0.094986,NaN,0.092586
0.11119,0.091418,0.090453,0.10882,0.090283,0.10686,0.08786,0.089876,0.11078,0.090919,0.089462,0.11017,NaN,0.097345,0.11723,0.11695,0.12268,NaN,NaN,NaN,NaN,NaN,NaN,-249.68
0.10954,0.090245,NaN,0.10715,-249.68,0.10872,0.087637,0.089615,0.15086,0.13168,0.089799,0.1099,NaN,0.095094,0.11512,0.11464,0.095787,NaN,NaN,NaN,NaN,NaN,NaN,0.08557
0.10751,0.089979,0.089061,0.10592,0.087645,0.10526,0.086631,0.088919,0.1057,0.089232,0.089528,0.088958,NaN,0.1643,0.11245,NaN,-249.68,NaN,NaN,NaN,NaN,NaN,NaN,0.080625
0.10705,0.08924,0.08956,0.10576,0.087592,0.10721,0.086545,0.088109,0.14109,-249.68,0.092136,0.10022,0.092993,NaN,0.11264,0.095664,NaN,NaN,NaN,NaN,NaN,NaN,-249.68,-249.68
0.11951,0.088057,-249.69,0.11568,0.085982,0.15264,0.088413,0.088998,0.10874,0.088136,0.18712,0.088106,-249.68,0.10402,0.1123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.082719,-249.61
0.15952,0.088583,0.087053,0.10453,0.17624,0.10382,0.08766,0.087184,0.10934,0.089404,0.092909,NaN,0.13926,NaN,NaN,NaN,NaN,NaN,NaN,0.089999,NaN,-249.68,0.14032,0.091196
0.26591,0.11676,0.084665,0.088381,0.085059,0.083954,0.09998,0.085769,0.10487,0.12201,0.098198,NaN,NaN,NaN,NaN,NaN,NaN,0.2681,-249.67,0.1056,NaN,0.11243,0.10941,0.14056
0.10611,0.088184,0.08498,0.087481,0.086683,0.084613,0.08804,0.085111,0.10613,0.087413,0.089533,0.17529,NaN,0.1117,0.11095,NaN,NaN,0.15066,-249.62,0.091311,-249.68,0.11364,NaN,0.090612
0.19382,0.08768,0.1172,0.08504,0.086958,0.13614,0.087167,0.08572,0.10377,0.18003,0.086382,NaN,NaN,NaN,0.092566,NaN,0.09223,0.11285,-249.59,0.13051,NaN,0.089016,0.082683,-249.68
0.088274,0.086364,0.087389,0.16106,0.085964,NaN,0.088456,0.085343,0.14072,0.088129,NaN,NaN,NaN,NaN,NaN,0.093187,-249.68,0.17698,-249.59,0.093022,NaN,-249.68,0.11681,-249.68
0.10574,0.085081,0.11216,0.083256,0.085695,0.085337,0.086756,0.11187,0.2357,NaN,NaN,NaN,NaN,NaN,0.08994,0.091835,-249.68,-499.45,0.10691,0.092244,-249.68,-249.68,0.11234,-249.68
0.10401,0.085924,0.085518,0.12766,0.082633,0.12188,0.086636,0.083625,NaN,NaN,0.085211,NaN,-249.68,NaN,0.13086,0.088412,0.090418,-249.68,NaN,NaN,-249.68,-249.68,-249.6,0.1372
0.10707,0.08607,0.08623,0.085082,0.084316,0.085743,0.085915,NaN,NaN,NaN,0.085216,NaN,NaN,0.14939,0.089656,0.088133,-249.68,-249.68,NaN,-249.68,0.091764,-249.68,0.19053,0.094475
0.085248,0.084094,0.084955,0.084574,0.094657,0.084114,NaN,NaN,NaN,0.11304,NaN,NaN,NaN,0.10887,0.086781,0.08442,0.087059,-249.6,-249.68,-249.68,-249.68,0.083722,-249.68,0.087052
0.11634,0.084759,0.085629,0.085029,0.083208,NaN,NaN,0.085812,NaN,NaN,NaN,0.087339,-249.68,0.099845,0.089826,NaN,0.087325,-249.63,-249.63,-249.68,-249.68,-249.68,NaN,-249.68
0.083394,0.084832,0.083736,0.082476,NaN,NaN,0.11001,0.083937,0.08609,NaN,NaN,0.10427,-249.68,NaN,0.089205,0.090873,0.084554,-249.68,-249.65,-249.68,NaN,-249.68,-249.68,0.11925
0.081275,0.08319,NaN,NaN,0.080472,0.080876,NaN,0.081586,NaN,NaN,NaN,NaN,0.077082,0.088607,0.085483,0.16307,0.15877,NaN,NaN,0.085948,0.086249,-249.68,0.19154,0.10469
0.083284,0.082924,NaN,0.085442,0.08155,NaN,0.081767,NaN,0.084315,0.083263,0.083875,-249.62,NaN,-249.64,0.14388,0.088801,0.081736,-249.68,-249.64,-249.68,0.082171,-249.68,-249.68,0.13968
0.082435,NaN,NaN,NaN,0.08171,0.081264,NaN,0.079199,0.084008,0.081464,0.082957,-249.68,0.10192,0.085995,0.12189,-249.68,0.1174,-249.63,NaN,0.087871,0.080819,0.22293,NaN,-249.68
NaN,0.084028,-249.68,0.081137,0.078996,NaN,0.083782,0.077252,0.083117,NaN,0.08278,0.21752,-249.68,NaN,0.081631,0.08673,0.080853,-249.68,-249.61,-249.68,0.083538,-249.68,0.081463,-249.68
