0,30,60,90,120,150,180,210,240,270,300,330,360,390,420,450,480,510,540,570,600,630,660,690
0.12556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.12556,0.10556,0.10556,0.12556,0.10056,0.12556,0.12556,0.10556,0.10556,0.12556,0.12556,0.10556,0.10556,0.10056,0.10056,0.10056
0.12556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.12556,0.10556,0.10556,0.10556,0.10556,0.12556,0.10556,0.10556,0.10556,0.12556,0.12556,0.10556,0.10556,0.10556,0.10056,0.10556
0.10556,0.10556,0.10556,0.10556,0.10556,0.12556,0.10556,0.10556,0.12556,0.10556,0.10556,0.10556,0.10056,0.12556,0.10556,0.10556,0.10556,0.12556,0.12556,0.10556,0.12556,0.10556,0.10056,0.10556
0.12556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.12556,0.10556,0.10556,0.10556,0.10056,0.12556,0.10556,0.10556,0.10556,0.10556,0.12556,0.10556,0.10556,0.10556,0.12556,0.10056
0.12556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10056,0.12556,0.10556,0.10556,0.10556,0.12556,0.10556,0.10556,0.10056,0.10056,0.10556,0.10556
0.12556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10056,0.12556,0.10556,0.10556,0.10556,0.10556,0.12556,0.10556,0.10556,0.10556,0.12556,0.10056
0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10056,0.12556,0.10556,0.10556,0.10556,0.10556,0.12556,0.10556,0.12556,0.10556,0.10556,0.10056
0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10056,0.12556,0.10556,0.10556,0.10556,0.10556,0.12556,0.12556,0.10556,0.10556,0.10556,0.10556
0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.12556,0.10056,0.12556,0.10556,0.10556,0.10556,0.12556,0.12556,0.10556,0.10556,0.10056,0.10556,0.10056
0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10056,0.10556,0.10556,0.10556,0.10556,0.13556,0.14056,0.10556,0.10556,0.10056,0.12556,0.10556
0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10056,0.10056,0.10556,0.10556,0.10556,0.12556,0.13556,0.10056,0.10556,0.10556,0.10056,0.10556
0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10056,0.10556,0.10556,0.10556,0.10556,0.10556,0.10056,0.10556,0.10556,0.10056,0.10056,0.10056
0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10556,0.10056,0.10056,0.10556,0.10556,0.10556,0.10556,0.14056,0.10556,0.10556,0.10056,0.10556,0.10056
